Text,Sentiment
"After using windows laptops from almost 6 years I bought this machine. Initially it was hard to get used to the MacBook OS and it's features but trust me, after using it for a week you'll fall in love with MacBook. Pros: 1. Sound Quality is really clear and good. 2. Battery life is amazing, I use it daily for almost 2-4 hrs and I charge it only once in 2-3 days. 3. Finger gestures are amazing. 4. Speed ❤️. No lags whatsoever. Cons: 1. Apple should have updated the 2017 MacBook with Retina display, although this display is works perfectly fine. 2. To use some applications, you've to buy them. Can not use cracked version unlike windows. If you're looking for a laptop (non-gaming) within 50-60k budget which you want to use it for long term, buy this one.",positive
Sound quality low.. ..Speaker volume quite low....Really hate it,negative
product quality is very bad and fan blade broken air flow average,negative
the price is so high and the amount of spelling and grammatical errors is disappointing even in maths some solutions are wrong,negative
according to price very light wight,neutral
To tell abt Honor Band 5..I must really appreciate the accuracy..But the only thing I was not satisfied was the battery life..Other than that every other options are very good..!,positive
very bad productdont your time,negative
Great case no doubt but a bit overpriced.,positive
However this is not a latest phone but in price 8k this is the best phone...,positive
"Charging capacity is great and charges the phone pretty quickly... but the problem is I'm never sure as when it will work. Sometimes like it is supposed to, as soon as you connect the phone it immediately starts charging. But then again sometimes however times you try to connect the phone, it never charges up. I had specifically bought this product for my 7 days tour... and failed to charge my phone on a single instant in the entire tour 😡",neutral
I recived delivery on time.. So very happy for this.,positive
dosent support more than 50 mbps dont waste your money on this router,negative
really great product,neutral
very cheap material usedwithout lamps,neutral
not good at all worked only for three months at least it should have one year warranty is this product returnable will you provide another its just waste of money,negative
damage broken big plate and bowl,negative
worst productbroken automatically after washingpoor quality,negative
"Pros: Very good camera, awesome display. Good battery back up. Fast charging. Best selfie camera Cons: Poor fingerprint sensor",positive
Does what it promises,positive
5star sewing machine,neutral
excellentbut need to lower the price,neutral
Feels good with voice,neutral
"I bought this product one month ago, i faced a screen issue. Where phone internally works but I couldn't see anything on display... I hope manufacturers should show some care in making. Within we can't expect to rush to service center.",negative
okay fine,neutral
"Its a nice sturdy device. Bit slow. But effective in its price range when used for limited work. It cannot be used for gaming. Routine office work is fine. It comes with Licensed Windows 10, so that's a huge plus. I have been using it for a month without any adverse event.",positive
"The product is having awesome super fast processor , anytime go for 6gb RAM variant . Face recognition works fine but there's no such requirement of it as fingerprint reader is super fast . Camera is best in this segment , also having the front flash . Having the Android one is the big advantage over MiUI .",positive
i got defective product within 3 days smoke comes out from iti request several time for replacement but there was no help from other sidevery baad service tecnician donot visit and update their worng infornation whole experience was horrible,negative
"Perfect. Works with Redmi note 4 Note 5, and note 6 as well.",positive
Fluid experience Nice processor But have a small battery and instead of 2160p oled we get a 720p ips display....,positive
Over heat... Very bad experience please change,negative
